订单编号,订单日期,门店,产品ID,顾客ID,数量
20011725,8/2/2019,北京市,3009,182,1
20011726,8/2/2019,北京市,3007,161,4
20011727,8/2/2019,黄冈市,3005,3045,4
20011728,8/2/2019,荆州市,3006,3371,1
20011729,8/2/2019,镇江市,3005,1159,1
20011730,8/2/2019,唐山市,3005,3212,1
20011731,8/2/2019,诸暨市,3002,854,4
20011732,8/2/2019,绍兴市,3006,2719,1
20011733,8/2/2019,天津市,3010,953,1
20011734,8/2/2019,唐山市,3005,3300,4
20011735,8/2/2019,常州市,3006,511,1
20011736,8/2/2019,马鞍山市,3008,2169,3
20011737,8/2/2019,镇江市,3005,1146,1
20011738,8/2/2019,马鞍山市,3010,2191,2
20011739,8/2/2019,襄阳市,3005,2297,4
20011740,8/2/2019,襄阳市,3004,2287,1
20011741,8/2/2019,常州市,3004,526,3
20011742,8/2/2019,江门市,3009,1781,1
20011743,8/2/2019,南京市,3009,451,3
20011744,8/2/2019,襄阳市,3006,2292,1
20011745,8/2/2019,常州市,3006,502,3
20011746,8/2/2019,泰兴市,3004,793,3
20011747,8/2/2019,黄冈市,3007,3091,3
20011748,8/2/2019,承德市,3004,2811,1
20011749,8/2/2019,黄冈市,3006,3043,1
20011750,8/2/2019,芜湖市,3005,1562,2
20011751,8/2/2019,襄阳市,3005,2288,1
20011752,8/2/2019,杭州市,3008,366,4
20011753,8/2/2019,肇庆市,3006,2621,1
20011754,8/2/2019,泰州市,3005,3503,1
20011755,8/2/2019,苏州市,3006,1335,1
20011756,8/2/2019,北京市,3005,103,2
20011757,8/2/2019,荆州市,3005,3339,2
20011758,8/2/2019,广州市,3005,1678,1
20011759,8/2/2019,唐山市,3006,3262,1
20011760,8/2/2019,北京市,3005,146,3
20011761,8/2/2019,哈尔滨市,3006,2517,1
20011762,8/2/2019,南宁市,3002,3170,2
20011763,8/2/2019,肇庆市,3011,2665,1
20011764,8/2/2019,石家庄市,3008,1022,1
20011765,8/2/2019,肇庆市,3005,2662,1
20011766,8/2/2019,江门市,3005,1775,1
20011767,8/2/2019,北京市,3004,189,2
20011768,8/2/2019,镇江市,3011,1146,3
20011769,8/2/2019,马鞍山市,3004,2194,1
20011770,8/2/2019,北京市,3007,164,4
20011771,8/2/2019,苏州市,3006,1323,3
20011772,8/2/2019,荆州市,3006,3390,3
20011773,8/2/2019,镇江市,3012,1148,2
20011774,8/2/2019,马鞍山市,3005,2180,2
20011775,8/2/2019,石家庄市,3008,1038,1
20011776,8/2/2019,无锡市,3006,2325,3
20011777,8/2/2019,黄冈市,3002,3062,4
20011778,8/2/2019,南京市,3008,404,1
20011779,8/2/2019,呼和浩特市,3006,1242,1
20011780,8/2/2019,杭州市,3007,313,1
20011781,8/2/2019,东莞市,3012,2020,2
20011782,8/2/2019,武汉市,3006,1417,1
20011783,8/2/2019,唐山市,3004,3231,1
20011784,8/2/2019,东莞市,3006,2034,1
20011785,8/2/2019,绍兴市,3006,2707,4
20011786,8/2/2019,江门市,3011,1780,4
20011787,8/2/2019,承德市,3007,2846,3
20011788,8/2/2019,天津市,3008,942,1
20011789,8/2/2019,马鞍山市,3005,2197,1
20011790,8/2/2019,肇庆市,3011,2658,1
20011791,8/2/2019,江门市,3009,1795,2
20011792,8/2/2019,南宁市,3008,3107,2
20011793,8/2/2019,呼和浩特市,3008,1214,1
20011794,8/2/2019,泰兴市,3004,754,1
20011795,8/2/2019,杭州市,3005,337,4
20011796,8/2/2019,天津市,3007,997,1
20011797,8/2/2019,南通市,3005,621,4
20011798,8/2/2019,无锡市,3006,2397,4
20011799,8/2/2019,佛山市,3004,2926,1
20011800,8/2/2019,马鞍山市,3006,2166,2
20011801,8/2/2019,江门市,3002,1727,4
20011802,8/2/2019,泰兴市,3006,772,4
20011803,8/2/2019,镇江市,3006,1181,4
20011804,8/2/2019,石家庄市,3001,1023,3
20011805,8/2/2019,南宁市,3003,3180,4
20011806,8/2/2019,马鞍山市,3008,2164,1
20011807,8/2/2019,承德市,3005,2807,3
20011808,8/2/2019,唐山市,3008,3271,2
20011809,8/2/2019,北京市,3008,144,4
20011810,8/2/2019,天津市,3008,962,1
20011811,8/2/2019,呼和浩特市,3009,1232,1
20011812,8/2/2019,哈尔滨市,3005,2551,4
20011813,8/2/2019,襄阳市,3005,2255,2
20011814,8/2/2019,呼和浩特市,3001,1218,1
20011815,8/2/2019,哈尔滨市,3008,2582,2
20011816,8/2/2019,东莞市,3008,2067,1
20011817,8/2/2019,天津市,3008,911,1
20011818,8/3/2019,北京市,3009,163,3
20011819,8/3/2019,天津市,3009,930,1
20011820,8/3/2019,秦皇岛市,3008,2435,1
20011821,8/3/2019,杭州市,3008,384,4
20011822,8/3/2019,南宁市,3001,3114,1
20011823,8/3/2019,泰州市,3005,3539,1
20011824,8/3/2019,呼和浩特市,3008,1275,1
20011825,8/3/2019,唐山市,3008,3217,4
20011826,8/3/2019,泰兴市,3006,728,2
20011827,8/3/2019,秦皇岛市,3008,2447,1
20011828,8/3/2019,石家庄市,3007,1033,1
20011829,8/3/2019,北京市,3007,103,1
20011830,8/3/2019,承德市,3007,2862,1
20011831,8/3/2019,马鞍山市,3005,2105,1
20011832,8/3/2019,唐山市,3005,3231,2
20011833,8/3/2019,天津市,3010,914,3
20011834,8/3/2019,石家庄市,3002,1012,2
20011835,8/3/2019,马鞍山市,3008,2149,4
20011836,8/3/2019,唐山市,3006,3223,3
20011837,8/3/2019,承德市,3005,2889,3
20011838,8/3/2019,佛山市,3011,2979,4
20011839,8/3/2019,襄阳市,3004,2214,1
20011840,8/3/2019,肇庆市,3004,2608,1
20011841,8/3/2019,无锡市,3007,2340,3
20011842,8/3/2019,石家庄市,3007,1074,3
20011843,8/3/2019,天津市,3007,916,4
20011844,8/3/2019,嘉兴市,3005,269,1
20011845,8/3/2019,唐山市,3006,3276,1
20011846,8/3/2019,马鞍山市,3005,2126,3
20011847,8/3/2019,中山市,3006,1853,1
20011848,8/3/2019,唐山市,3005,3212,1
20011849,8/3/2019,佛山市,3005,2984,1
20011850,8/3/2019,南京市,3005,480,1
20011851,8/3/2019,南宁市,3002,3159,1
20011852,8/3/2019,秦皇岛市,3008,2439,4
20011853,8/3/2019,南通市,3005,614,3
20011854,8/3/2019,南宁市,3011,3166,3
20011855,8/3/2019,唐山市,3004,3204,1
20011856,8/3/2019,襄阳市,3005,2275,4
20011857,8/3/2019,肇庆市,3009,2619,3
20011858,8/3/2019,杭州市,3009,333,1
20011859,8/3/2019,马鞍山市,3009,2169,1
20011860,8/3/2019,苏州市,3005,1359,3
20011861,8/3/2019,南宁市,3006,3128,3
20011862,8/3/2019,唐山市,3005,3258,1
20011863,8/3/2019,唐山市,3004,3238,4
20011864,8/3/2019,呼和浩特市,3005,1206,4
20011865,8/3/2019,荆州市,3005,3383,1
20011866,8/3/2019,北京市,3004,111,1
20011867,8/3/2019,荆州市,3004,3309,3
20011868,8/3/2019,荆州市,3004,3349,4
20011869,8/3/2019,芜湖市,3005,1567,4
20011870,8/3/2019,无锡市,3005,2311,1
20011871,8/3/2019,中山市,3006,1858,2
20011872,8/3/2019,北京市,3008,105,1
20011873,8/3/2019,东莞市,3008,2063,2
20011874,8/3/2019,南宁市,3002,3106,3
20011875,8/3/2019,肇庆市,3006,2684,4
20011876,8/3/2019,泰兴市,3006,792,4
20011877,8/3/2019,北京市,3008,112,1
20011878,8/3/2019,安庆市,3009,3401,1
20011879,8/3/2019,承德市,3009,2883,1
20011880,8/3/2019,广州市,3004,1621,1
20011881,8/3/2019,唐山市,3006,3255,1
20011882,8/3/2019,秦皇岛市,3009,2418,4
20011883,8/3/2019,南京市,3009,411,1
20011884,8/3/2019,肇庆市,3008,2655,4
20011885,8/3/2019,呼和浩特市,3008,1280,1
20011886,8/3/2019,承德市,3008,2865,3
20011887,8/3/2019,镇江市,3011,1103,2
20011888,8/3/2019,襄阳市,3004,2233,1
20011889,8/3/2019,呼和浩特市,3008,1228,1
20011890,8/3/2019,襄阳市,3008,2241,1
20011891,8/3/2019,北京市,3008,139,2
20011892,8/3/2019,襄阳市,3005,2299,2
20011893,8/3/2019,荆州市,3005,3309,1
20011894,8/3/2019,中山市,3004,1862,4
20011895,8/3/2019,杭州市,3008,396,1
20011896,8/3/2019,北京市,3002,191,1
20011897,8/3/2019,东莞市,3005,2056,1
20011898,8/3/2019,南通市,3004,641,1
20011899,8/3/2019,佛山市,3004,2981,1
20011900,8/3/2019,马鞍山市,3009,2183,3
20011901,8/3/2019,哈尔滨市,3005,2593,3
20011902,8/3/2019,武汉市,3004,1411,1
20011903,8/3/2019,呼和浩特市,3006,1272,3
20011904,8/3/2019,天津市,3001,990,3
20011905,8/3/2019,石家庄市,3007,1032,4
20011906,8/3/2019,中山市,3004,1811,1
20011907,8/3/2019,北京市,3007,141,3
20011908,8/3/2019,中山市,3004,1811,1
20011909,8/3/2019,秦皇岛市,3009,2420,1
20011910,8/3/2019,襄阳市,3008,2206,4
20011911,8/3/2019,东莞市,3004,2072,1
20011912,8/3/2019,秦皇岛市,3008,2475,1
20011913,8/3/2019,呼和浩特市,3006,1297,1
20011914,8/3/2019,中山市,3004,1829,2
20011915,8/3/2019,马鞍山市,3005,2109,1
20011916,8/3/2019,襄阳市,3005,2272,3
20011917,8/3/2019,襄阳市,3006,2265,2
20011918,8/3/2019,肇庆市,3006,2619,2
20011919,8/3/2019,广州市,3004,1614,1
20011920,8/3/2019,呼和浩特市,3005,1219,1
20011921,8/3/2019,诸暨市,3006,811,1
20011922,8/3/2019,承德市,3005,2816,4
20011923,8/3/2019,呼和浩特市,3005,1228,1
20011924,8/3/2019,北京市,3008,137,3
20011925,8/4/2019,呼和浩特市,3002,1240,4
20011926,8/4/2019,天津市,3002,925,3
20011927,8/4/2019,中山市,3007,1815,1
20011928,8/4/2019,中山市,3002,1859,4
20011929,8/4/2019,芜湖市,3003,1534,4
20011930,8/4/2019,芜湖市,3006,1552,3
20011931,8/4/2019,襄阳市,3005,2224,4
20011932,8/4/2019,芜湖市,3009,1527,1
20011933,8/4/2019,襄阳市,3002,2281,1
20011934,8/4/2019,北京市,3005,107,2
20011935,8/4/2019,芜湖市,3002,1575,2
20011936,8/4/2019,绍兴市,3005,2703,2
20011937,8/4/2019,唐山市,3008,3255,3
20011938,8/4/2019,石家庄市,3008,1034,4
20011939,8/4/2019,承德市,3008,2850,3
20011940,8/4/2019,中山市,3007,1808,3
20011941,8/4/2019,承德市,3004,2882,1
20011942,8/4/2019,东莞市,3009,2097,1
20011943,8/4/2019,襄阳市,3005,2254,1
20011944,8/4/2019,杭州市,3006,329,1
20011945,8/4/2019,绍兴市,3005,2750,4
20011946,8/4/2019,柳州市,3006,3634,1
20011947,8/4/2019,承德市,3006,2871,1
20011948,8/4/2019,东莞市,3007,2059,1
20011949,8/4/2019,唐山市,3005,3256,4
20011950,8/4/2019,泰兴市,3007,774,4
20011951,8/4/2019,肇庆市,3006,2672,3
20011952,8/4/2019,秦皇岛市,3008,2495,1
20011953,8/4/2019,苏州市,3011,1360,4
20011954,8/4/2019,荆州市,3004,3303,4
20011955,8/4/2019,黄冈市,3006,3080,1
20011956,8/4/2019,南京市,3006,413,1
20011957,8/4/2019,江门市,3008,1731,2
20011958,8/4/2019,马鞍山市,3008,2137,3
20011959,8/4/2019,江门市,3004,1776,2
20011960,8/4/2019,襄阳市,3004,2274,1
20011961,8/4/2019,呼和浩特市,3008,1245,1
20011962,8/4/2019,东莞市,3005,2011,3
20011963,8/4/2019,马鞍山市,3008,2110,1
20011964,8/4/2019,武汉市,3006,1408,2
20011965,8/4/2019,唐山市,3004,3237,1
20011966,8/4/2019,嘉兴市,3008,243,4
20011967,8/4/2019,杭州市,3001,372,1
20011968,8/4/2019,襄阳市,3007,2211,4
20011969,8/4/2019,南宁市,3005,3161,1
20011970,8/4/2019,石家庄市,3005,1034,3
20011971,8/4/2019,南京市,3004,418,4
20011972,8/4/2019,南通市,3005,636,3
20011973,8/4/2019,石家庄市,3008,1046,1
20011974,8/4/2019,武汉市,3004,1424,1
20011975,8/4/2019,镇江市,3004,1121,1
20011976,8/4/2019,北京市,3008,122,1
20011977,8/4/2019,苏州市,3005,1354,1
20011978,8/4/2019,南通市,3005,620,4
20011979,8/4/2019,荆州市,3006,3377,1
20011980,8/4/2019,江门市,3005,1744,3
20011981,8/4/2019,中山市,3006,1804,3
20011982,8/4/2019,襄阳市,3005,2289,3
20011983,8/4/2019,肇庆市,3006,2662,1
20011984,8/4/2019,泰州市,3006,3592,3
20011985,8/4/2019,肇庆市,3004,2655,4
20011986,8/4/2019,秦皇岛市,3009,2409,3
20011987,8/4/2019,襄阳市,3004,2296,1
20011988,8/4/2019,常州市,3005,574,1
20011989,8/4/2019,东莞市,3004,2002,1
20011990,8/4/2019,肇庆市,3005,2608,2
20011991,8/4/2019,哈尔滨市,3004,2591,1
20011992,8/4/2019,承德市,3008,2815,4
20011993,8/4/2019,呼和浩特市,3007,1298,1
20011994,8/4/2019,呼和浩特市,3004,1228,1
20011995,8/4/2019,南京市,3001,479,1
20011996,8/4/2019,绍兴市,3006,2712,3
20011997,8/4/2019,佛山市,3006,2937,4
20011998,8/4/2019,承德市,3009,2801,1
20011999,8/4/2019,肇庆市,3008,2601,4
20012000,8/4/2019,哈尔滨市,3006,2531,3
20012001,8/4/2019,中山市,3005,1876,1
20012002,8/4/2019,呼和浩特市,3008,1267,4
20012003,8/4/2019,南京市,3006,471,2
20012004,8/4/2019,天津市,3008,917,1
20012005,8/4/2019,诸暨市,3008,838,3
20012006,8/4/2019,镇江市,3004,1195,1
20012007,8/4/2019,襄阳市,3007,2299,2
20012008,8/4/2019,承德市,3001,2831,4
20012009,8/4/2019,北京市,3008,107,2
20012010,8/4/2019,广州市,3005,1697,1
20012011,8/4/2019,哈尔滨市,3009,2596,4
20012012,8/4/2019,秦皇岛市,3008,2437,1
20012013,8/4/2019,北京市,3006,143,1
20012014,8/4/2019,呼和浩特市,3008,1265,2
20012020,8/4/2019,北京市,3007,184,4
20012016,8/4/2019,呼和浩特市,3008,1250,3
20012017,8/5/2019,天津市,3008,931,4
20012018,8/5/2019,秦皇岛市,3009,2443,4
20012019,8/5/2019,东莞市,3008,2065,1
20012020,8/5/2019,柳州市,3002,3684,4
20012021,8/5/2019,南宁市,3008,3160,4
20012022,8/5/2019,肇庆市,3007,2646,1
20012023,8/5/2019,荆州市,3007,3322,1
20012024,8/5/2019,唐山市,3008,3284,1
20012025,8/5/2019,柳州市,3009,3628,1
20012026,8/5/2019,中山市,3002,1897,1
20012027,8/5/2019,秦皇岛市,3001,2442,1
20012028,8/5/2019,南通市,3008,626,2
20012029,8/5/2019,嘉兴市,3006,206,1
20012030,8/5/2019,承德市,3002,2801,1
20012031,8/5/2019,唐山市,3008,3285,1
20012032,8/5/2019,黄冈市,3004,3007,4
20012033,8/5/2019,石家庄市,3005,1040,3
20012034,8/5/2019,石家庄市,3004,1047,3
20012035,8/5/2019,唐山市,3006,3248,1
20012036,8/5/2019,常州市,3005,512,1
20012037,8/5/2019,呼和浩特市,3011,1213,1
20012038,8/5/2019,南京市,3005,444,1
20012039,8/5/2019,镇江市,3007,1182,4
20012040,8/5/2019,石家庄市,3008,1092,1
20012041,8/5/2019,中山市,3007,1875,1
20012042,8/5/2019,石家庄市,3004,1084,1
20012043,8/5/2019,襄阳市,3005,2294,3
20012044,8/5/2019,北京市,3005,122,2
20012045,8/5/2019,柳州市,3004,3614,3
20012046,8/5/2019,襄阳市,3008,2249,1
20012047,8/5/2019,苏州市,3005,1368,3
20012048,8/5/2019,肇庆市,3006,2685,3
20012049,8/5/2019,马鞍山市,3006,2168,1
20012050,8/5/2019,东莞市,3005,2047,1
20012051,8/5/2019,中山市,3005,1846,1
20012052,8/5/2019,唐山市,3006,3288,4
20012053,8/5/2019,黄冈市,3004,3031,4
20012054,8/5/2019,南京市,3006,466,4
20012055,8/5/2019,南京市,3008,476,2
20012056,8/5/2019,肇庆市,3009,2646,1
20012057,8/5/2019,南宁市,3007,3172,3
20012058,8/5/2019,南京市,3008,497,1
20012059,8/5/2019,呼和浩特市,3004,1277,2
20012060,8/5/2019,石家庄市,3006,1092,1
20012061,8/5/2019,广州市,3005,1617,1
20012062,8/5/2019,佛山市,3005,2963,2
20012063,8/5/2019,南京市,3005,407,3
20012064,8/5/2019,绍兴市,3005,2742,4
20012065,8/5/2019,东莞市,3006,2037,4
20012066,8/5/2019,芜湖市,3006,1505,4
20012067,8/5/2019,南宁市,3005,3111,2
20012068,8/5/2019,东莞市,3006,2058,1
20012069,8/5/2019,南京市,3005,430,3
20012070,8/5/2019,北京市,3006,141,1
20012071,8/5/2019,北京市,3008,115,4
20012072,8/5/2019,武汉市,3007,1497,1
20012073,8/5/2019,北京市,3009,195,1
20012074,8/5/2019,承德市,3004,2868,2
20012075,8/5/2019,南通市,3004,665,1
20012076,8/5/2019,马鞍山市,3008,2180,1
20012077,8/5/2019,马鞍山市,3005,2110,1
20012078,8/5/2019,芜湖市,3005,1548,2
20012079,8/5/2019,呼和浩特市,3005,1287,2
20012080,8/5/2019,杭州市,3005,340,1
20012081,8/5/2019,无锡市,3005,2351,4
20012082,8/5/2019,唐山市,3005,3222,1
20012083,8/5/2019,安庆市,3009,3466,2
20012084,8/5/2019,嘉兴市,3004,210,4
20012085,8/5/2019,北京市,3005,151,1
20012086,8/5/2019,安庆市,3009,3477,1
20012087,8/5/2019,唐山市,3005,3269,1
20012088,8/5/2019,武汉市,3006,1411,3
20012089,8/5/2019,镇江市,3006,1137,3
20012090,8/5/2019,南京市,3005,497,3
20012091,8/5/2019,呼和浩特市,3006,1287,4
20012092,8/5/2019,襄阳市,3005,2244,1
20012093,8/5/2019,杭州市,3008,312,1
20012094,8/5/2019,中山市,3005,1844,1
20012095,8/5/2019,柳州市,3004,3601,1
20012096,8/5/2019,肇庆市,3006,2687,2
20012097,8/5/2019,肇庆市,3005,2667,1
20012098,8/5/2019,石家庄市,3005,1028,4
20012099,8/5/2019,南京市,3006,454,3
20012100,8/5/2019,诸暨市,3009,898,3
20012101,8/5/2019,武汉市,3008,1485,3
20012102,8/5/2019,唐山市,3005,3278,2
20012103,8/5/2019,呼和浩特市,3011,1299,1
20012104,8/5/2019,南京市,3005,457,1
20012105,8/5/2019,杭州市,3005,330,1
20012106,8/5/2019,绍兴市,3004,2737,2
20012107,8/5/2019,肇庆市,3004,2697,4
20012108,8/5/2019,柳州市,3002,3640,3
20012109,8/5/2019,柳州市,3002,3665,4
20012110,8/5/2019,北京市,3005,138,1
20012111,8/5/2019,黄冈市,3006,3044,1
20012112,8/5/2019,马鞍山市,3006,2182,3
20012113,8/5/2019,江门市,3006,1726,1
20012114,8/5/2019,肇庆市,3003,2650,3
20012115,8/5/2019,唐山市,3011,3299,1
20012116,8/5/2019,芜湖市,3012,1514,4
20012117,8/5/2019,呼和浩特市,3007,1264,3
20012118,8/5/2019,苏州市,3002,1350,1
20012119,8/5/2019,肇庆市,3004,2683,1
20012120,8/5/2019,无锡市,3006,2307,1
20012121,8/5/2019,东莞市,3005,2021,2
20012122,8/5/2019,东莞市,3005,2028,4
20012123,8/5/2019,东莞市,3007,2095,4
20012124,8/5/2019,唐山市,3006,3259,2
20012125,8/5/2019,江门市,3004,1791,4
20012126,8/5/2019,苏州市,3004,1379,1
20012127,8/5/2019,杭州市,3008,371,1
20012128,8/5/2019,北京市,3007,158,1
20012129,8/5/2019,马鞍山市,3008,2187,2
20012130,8/5/2019,江门市,3009,1715,1
20012131,8/5/2019,马鞍山市,3005,2179,1
20012132,8/8/2019,呼和浩特市,3003,1251,3
20012133,8/8/2019,东莞市,3009,2037,2
20012134,8/8/2019,秦皇岛市,3008,2421,1
20012135,8/8/2019,襄阳市,3002,2207,1
20012136,8/8/2019,杭州市,3007,324,4
20012137,8/8/2019,杭州市,3005,319,4
20012138,8/8/2019,石家庄市,3009,1045,1
20012139,8/8/2019,南通市,3005,649,4
20012140,8/8/2019,芜湖市,3001,1554,2
20012141,8/8/2019,安庆市,3008,3485,1
20012142,8/8/2019,安庆市,3008,3451,1
20012143,8/8/2019,芜湖市,3002,1550,2
20012144,8/8/2019,杭州市,3008,349,2
20012145,8/8/2019,泰兴市,3008,790,2
20012146,8/8/2019,武汉市,3005,1444,2
20012147,8/8/2019,常州市,3005,587,4
20012148,8/8/2019,北京市,3008,115,4
20012149,8/8/2019,诸暨市,3005,900,3
20012150,8/8/2019,肇庆市,3006,2664,2
20012151,8/8/2019,北京市,3004,101,3
20012152,8/8/2019,镇江市,3004,1166,2
20012153,8/8/2019,黄冈市,3005,3065,1
20012154,8/8/2019,桐乡市,3009,1935,1
20012155,8/8/2019,秦皇岛市,3009,2445,1
20012156,8/8/2019,嘉兴市,3004,209,1
20012157,8/8/2019,南通市,3005,611,1
20012158,8/8/2019,无锡市,3005,2380,1
20012159,8/8/2019,肇庆市,3006,2628,1
20012160,8/8/2019,南宁市,3003,3155,2
20012161,8/8/2019,芜湖市,3009,1566,2
20012162,8/8/2019,常州市,3008,534,1
20012163,8/8/2019,石家庄市,3009,1095,4
20012164,8/8/2019,荆州市,3006,3400,1
20012165,8/8/2019,芜湖市,3004,1595,1
20012166,8/8/2019,无锡市,3004,2335,4
20012167,8/8/2019,唐山市,3007,3216,1
20012168,8/8/2019,苏州市,3011,1375,1
20012169,8/8/2019,绍兴市,3006,2708,1
20012170,8/8/2019,唐山市,3008,3237,1
20012171,8/8/2019,荆州市,3004,3344,2
20012172,8/8/2019,江门市,3007,1774,1
20012173,8/8/2019,芜湖市,3009,1577,1
20012174,8/8/2019,唐山市,3005,3207,1
20012175,8/8/2019,唐山市,3006,3286,2
20012176,8/8/2019,肇庆市,3006,2619,1
20012177,8/8/2019,无锡市,3005,2348,1
20012178,8/8/2019,芜湖市,3005,1509,3
20012179,8/8/2019,南通市,3005,632,1
20012180,8/8/2019,襄阳市,3006,2244,3
20012181,8/8/2019,苏州市,3006,1315,1
20012182,8/8/2019,泰州市,3006,3506,1
20012183,8/8/2019,黄冈市,3005,3041,1
20012184,8/8/2019,柳州市,3006,3685,3
20012185,8/8/2019,柳州市,3006,3699,1
20012186,8/8/2019,襄阳市,3008,2298,1
20012187,8/8/2019,绍兴市,3004,2744,2
20012188,8/8/2019,马鞍山市,3009,2151,2
20012189,8/8/2019,承德市,3005,2836,1
20012190,8/8/2019,荆州市,3005,3306,3
20012191,8/8/2019,唐山市,3006,3258,1
20012192,8/8/2019,荆州市,3005,3373,4
20012193,8/8/2019,中山市,3009,1891,2
20012194,8/8/2019,南宁市,3001,3140,4
20012195,8/8/2019,苏州市,3006,1382,3
20012196,8/8/2019,南京市,3006,453,4
20012197,8/8/2019,荆州市,3007,3360,2
20012198,8/8/2019,泰兴市,3008,738,1
20012199,8/8/2019,诸暨市,3005,811,4
20012200,8/8/2019,嘉兴市,3004,208,3
20012201,8/8/2019,嘉兴市,3006,260,3
20012202,8/8/2019,襄阳市,3004,2270,1
20012203,8/8/2019,诸暨市,3008,853,1
20012204,8/8/2019,嘉兴市,3011,273,2
20012205,8/8/2019,常州市,3005,572,4
20012206,8/8/2019,承德市,3005,2894,4
20012207,8/8/2019,石家庄市,3002,1076,3
20012208,8/8/2019,唐山市,3008,3232,1
20012209,8/8/2019,东莞市,3004,2006,1
20012210,8/8/2019,杭州市,3007,338,1
20012211,8/8/2019,肇庆市,3008,2661,3
20012212,8/8/2019,马鞍山市,3005,2151,1
20012213,8/8/2019,柳州市,3008,3603,3
20012214,8/8/2019,北京市,3007,146,4
20012215,8/8/2019,承德市,3004,2868,1
20012216,8/8/2019,常州市,3004,587,4
20012217,8/8/2019,南通市,3005,673,3
20012218,8/8/2019,佛山市,3005,2982,1
20012219,8/8/2019,江门市,3004,1750,4
20012220,8/8/2019,江门市,3008,1721,1
20012221,8/8/2019,北京市,3011,112,1
20012222,8/8/2019,北京市,3009,137,3
20012223,8/8/2019,襄阳市,3002,2280,4
20012224,8/8/2019,武汉市,3004,1490,1
20012225,8/8/2019,承德市,3005,2891,2
20012226,8/8/2019,南宁市,3003,3140,1
20012227,8/8/2019,马鞍山市,3004,2185,1
20012228,8/8/2019,中山市,3005,1813,1
20012229,8/8/2019,中山市,3005,1851,1
20012230,8/8/2019,广州市,3005,1689,3
20012231,8/8/2019,北京市,3008,155,2
20012232,8/8/2019,秦皇岛市,3003,2485,3
20012233,8/8/2019,呼和浩特市,3004,1226,3
20012234,8/8/2019,绍兴市,3006,2716,1
20012235,8/8/2019,襄阳市,3009,2241,1
20012236,8/8/2019,镇江市,3005,1117,3
20012237,8/8/2019,天津市,3007,955,1
20012238,8/8/2019,无锡市,3005,2339,1
20012239,8/8/2019,芜湖市,3002,1569,3
20012240,8/8/2019,北京市,3008,178,1
20012241,8/9/2019,呼和浩特市,3003,1239,1
20012242,8/9/2019,北京市,3003,168,1
20012243,8/9/2019,北京市,3002,176,4
20012244,8/9/2019,杭州市,3009,324,4
20012245,8/9/2019,荆州市,3008,3388,1
20012246,8/9/2019,北京市,3007,188,1
20012247,8/9/2019,广州市,3006,1645,1
20012248,8/9/2019,北京市,3004,126,1
20012249,8/9/2019,南通市,3005,654,3
20012250,8/9/2019,唐山市,3007,3241,1
20012251,8/9/2019,南通市,3002,697,2
20012252,8/9/2019,石家庄市,3007,1037,2
20012253,8/9/2019,北京市,3007,117,1
20012254,8/9/2019,中山市,3005,1896,2
20012255,8/9/2019,承德市,3008,2897,2
20012256,8/9/2019,石家庄市,3007,1027,1
20012257,8/9/2019,呼和浩特市,3008,1291,3
20012258,8/9/2019,承德市,3007,2843,4
20012259,8/9/2019,安庆市,3009,3468,3
20012260,8/9/2019,芜湖市,3004,1534,1
20012261,8/9/2019,诸暨市,3006,860,2
20012262,8/9/2019,襄阳市,3006,2254,1
20012263,8/9/2019,荆州市,3004,3376,1
20012264,8/9/2019,襄阳市,3004,2298,1
20012265,8/9/2019,柳州市,3005,3684,4
20012266,8/9/2019,哈尔滨市,3006,2522,1
20012267,8/9/2019,石家庄市,3009,1031,3
20012268,8/9/2019,常州市,3005,563,4
20012269,8/9/2019,常州市,3006,589,2
20012270,8/9/2019,肇庆市,3004,2624,3
20012271,8/9/2019,北京市,3005,111,2
20012272,8/9/2019,北京市,3005,123,1
20012273,8/9/2019,佛山市,3006,2924,1
20012274,8/9/2019,苏州市,3006,1331,1
20012275,8/9/2019,无锡市,3006,2324,4
20012276,8/9/2019,唐山市,3005,3260,1
20012277,8/9/2019,黄冈市,3008,3092,3
20012278,8/9/2019,杭州市,3008,323,4
20012279,8/9/2019,芜湖市,3005,1593,4
20012280,8/9/2019,石家庄市,3006,1015,1
20012281,8/9/2019,肇庆市,3005,2606,2
20012282,8/9/2019,苏州市,3005,1374,1
20012283,8/9/2019,呼和浩特市,3006,1209,1
20012284,8/9/2019,杭州市,3004,310,1
20012285,8/9/2019,荆州市,3006,3302,4
20012286,8/9/2019,荆州市,3004,3341,1
20012287,8/9/2019,南通市,3005,667,4
20012288,8/9/2019,绍兴市,3004,2782,2
20012289,8/9/2019,南京市,3009,495,1
20012290,8/9/2019,承德市,3007,2895,2
20012291,8/9/2019,呼和浩特市,3006,1219,1
20012292,8/9/2019,广州市,3006,1628,1
20012293,8/9/2019,东莞市,3005,2097,1
20012294,8/9/2019,秦皇岛市,3008,2469,1
20012295,8/9/2019,北京市,3005,194,4
20012296,8/9/2019,东莞市,3005,2074,1
20012297,8/9/2019,南京市,3005,461,1
20012298,8/9/2019,泰兴市,3007,708,2
20012299,8/9/2019,襄阳市,3008,2282,4
20012300,8/9/2019,江门市,3007,1774,1
20012301,8/9/2019,镇江市,3006,1123,2
20012302,8/9/2019,中山市,3005,1809,4
20012303,8/9/2019,肇庆市,3004,2610,3
